"Object ID","Organization Name","Approved On Street","Borough Name","Approved From Street","Approved To Street","apprDaysWe","Status Type","Approved Monday Open","Approved Monday Close","Approved Tuesday Open","Approved Tuesday Close","Approved Wednesday Open","Approved Wednesday Close","Approved Thursday Open","Approved Thursday Close","Approved Friday Open","Approved Friday Close","Approved Saturday Open","Approved Saturday Close","Approved Sunday Open","Approved Sunday Close","apprStartD","apprEndDat","Shape_STLe","segmentidt","segmentidf","lionversion","The_Geom"
"1","PS 5","DEISIUS STREET","Staten Island","KINGDOM AVENUE","STECHER STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00","07:30","15:00",,,,,"09/05/2024","06/27/2025","264.932398036","0002920","0002920","23C","MULTILINESTRING ((-74.1873831898433 40.530277241331774, -74.18822428664825 40.529935294014585))"
"2","Council of Jewish Organizations of Staten Island, a project of the Igud Harabonim of America Inc","SUFFOLK AVENUE","Staten Island","HAROLD STREET","QUEEN STREET","fri,sat,sun","approvedFull",,,,,,,,,"14:00","21:00","09:00","21:00","09:00","21:00","03/29/2024","10/31/2024","313.087821487","0008171","0008171","23C","MULTILINESTRING ((-74.12783562100836 40.602878201340545, -74.12771571744001 40.60202371219388))"
"3","Council of Jewish Organizations of Staten Island, a project of the Igud Harabonim of America Inc","SUFFOLK AVENUE","Staten Island","HAROLD STREET","QUEEN STREET","fri,sat,sun","approvedFull",,,,,,,,,"14:00","21:00","09:00","21:00","09:00","21:00","03/29/2024","10/31/2024","142.063500219","0008177","0008177","23C","MULTILINESTRING ((-74.12771571744001 40.60202371219388, -74.12765627029424 40.60163641824381))"
"4","Council of Jewish Organizations of Staten Island, a project of the Igud Harabonim of America Inc","VERMONT COURT","Staten Island","GANSEVOORT BOULEVARD","SUFFOLK AVENUE","fri,sat,sun","approvedFull",,,,,,,,,"14:00","21:00","09:00","21:00","09:00","21:00","03/29/2024","10/31/2024","421.392020366","0008218","0008218","23C","MULTILINESTRING ((-74.12620041947886 40.60208600932924, -74.12771571744001 40.60202371219388))"
"5","New Dorp Lane Management Association","9 STREET","Staten Island","ROSE AVENUE","NEW DORP LANE","fri,sat,sun","approvedFull",,,,,,,,,"19:00","23:00","18:00","23:00","18:00","23:00","05/24/2024","11/01/2024","448.103939286","0010673","0010673","23C","MULTILINESTRING ((-74.11480751234811 40.57315907351146, -74.11576065378974 40.572166827674025))"
"6","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","329.974665053","0016745","0016745","23C","MULTILINESTRING ((-74.03418995725625 40.61580488357089, -74.03453827155818 40.61493893845251))"
"7","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","41.4125057236","0016747","0016747","23C","MULTILINESTRING ((-74.03414586357573 40.615913472483, -74.03418995725625 40.61580488357089))"
"8","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","255.494816368","0016903","0016903","23C","MULTILINESTRING ((-74.03331256674338 40.617945004659646, -74.03358936528736 40.61727619650952))"
"9","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","265.235069463","0016905","0016905","23C","MULTILINESTRING ((-74.03303206530377 40.618640935040304, -74.03331256674338 40.617945004659646))"
"10","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","67.4368444386","0016906","0016906","23C","MULTILINESTRING ((-74.03295871695441 40.6188173951014, -74.03303206530377 40.618640935040304))"
"11","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","192.933591092","0016908","0016908","23C","MULTILINESTRING ((-74.03275211847779 40.6193230163212, -74.03295871695441 40.6188173951014))"
"12","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","97.7896886546","0016918","0016918","23C","MULTILINESTRING ((-74.03264688747291 40.61957917141329, -74.03275211847779 40.6193230163212))"
"13","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","161.976592477","0016920","0016920","23C","MULTILINESTRING ((-74.03247442258227 40.62000389674128, -74.03264688747291 40.61957917141329))"
"14","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","136.642581776","0016922","0016922","23C","MULTILINESTRING ((-74.03232748562894 40.620361850027074, -74.03247442258227 40.62000389674128))"
"15","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","124.175725143","0016923","0016923","23C","MULTILINESTRING ((-74.03219532778388 40.62068747028918, -74.03232748562894 40.620361850027074))"
"16","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","134.840687397","0016924","0016924","23C","MULTILINESTRING ((-74.03205002825436 40.62104063196681, -74.03219532778388 40.62068747028918))"
"17","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","124.460951136","0016926","0016926","23C","MULTILINESTRING ((-74.03191786810369 40.62136707136032, -74.03205002825436 40.62104063196681))"
"18","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","260.043030901","0016928","0016928","23C","MULTILINESTRING ((-74.03163907998064 40.62204849112868, -74.03191786810369 40.62136707136032))"
"19","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","259.662976369","0016931","0016931","23C","MULTILINESTRING ((-74.0313598837787 40.62272872159539, -74.03163907998064 40.62204849112868))"
"20","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","280.141969981","0016933","0016933","23C","MULTILINESTRING ((-74.03105991808857 40.62346289810631, -74.0313598837787 40.62272872159539))"
"21","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","330.082093011","0016935","0016935","23C","MULTILINESTRING ((-74.03070775554673 40.62432825748878, -74.03105991808857 40.62346289810631))"
"22","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","260.272018748","0016937","0016937","23C","MULTILINESTRING ((-74.030427276358 40.62500993570244, -74.03070775554673 40.62432825748878))"
"23","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","259.820076011","0016947","0016947","23C","MULTILINESTRING ((-74.03014945041245 40.625690946100754, -74.030427276358 40.62500993570244))"
"24","Merchants of third Avenue Civic improvement assoc, inc","3 AVENUE","Brooklyn","82 STREET","MARINE AVENUE","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/19/2024","08/02/2024","260.384731838","0016949","0016949","23C","MULTILINESTRING ((-74.0298710403257 40.62637344178675, -74.03014945041245 40.625690946100754))"
"25","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","278.579974214","0017086","0017086","23C","MULTILINESTRING ((-74.02957284842162 40.62710355232142, -74.0298710403257 40.62637344178675))"
"26","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","278.323134419","0017094","0017094","23C","MULTILINESTRING ((-74.02927464966953 40.627832923599954, -74.02957284842162 40.62710355232142))"
"27","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","278.999934748","0017096","0017096","23C","MULTILINESTRING ((-74.02897575964259 40.62856407724997, -74.02927464966953 40.627832923599954))"
"28","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","278.593040312","0017098","0017098","23C","MULTILINESTRING ((-74.02867799736445 40.62929432926347, -74.02897575964259 40.62856407724997))"
"29","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","277.969649694","0017100","0017100","23C","MULTILINESTRING ((-74.02838003867271 40.63002274343579, -74.02867799736445 40.62929432926347))"
"30","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","279.168986505","0017104","0017104","23C","MULTILINESTRING ((-74.02808018355611 40.630754155970635, -74.02838003867271 40.63002274343579))"
"31","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","270.566439606","0017106","0017106","23C","MULTILINESTRING ((-74.02779098610115 40.63146336728554, -74.02808018355611 40.630754155970635))"
"32","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","263.864648177","0017108","0017108","23C","MULTILINESTRING ((-74.02750722417623 40.63215460215124, -74.02779098610115 40.63146336728554))"
"33","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","259.962313158","0017110","0017110","23C","MULTILINESTRING ((-74.027229551641 40.632836064187806, -74.02750722417623 40.63215460215124))"
"34","PS 170K The Ralph A. Fabrizio School","71 STREET","Brooklyn","6 AVENUE","7 AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","14:30","15:00","14:30","15:00","14:30","15:00","14:30","15:00","14:30","15:00",,,,,"09/05/2024","06/27/2025","332.717429678","0017313","0017313","23C","MULTILINESTRING ((-74.01906269227025 40.63103852461082, -74.01812288842963 40.630471655508366))"
"35","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","259.498730733","0017549","0017549","23C","MULTILINESTRING ((-74.02695077349583 40.63351593184248, -74.027229551641 40.632836064187806))"
"36","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","259.383531413","0017551","0017551","23C","MULTILINESTRING ((-74.02667961447618 40.634197255843354, -74.02695077349583 40.63351593184248))"
"37","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","257.420884564","0017552","0017552","23C","MULTILINESTRING ((-74.0263794618838 40.63486579753718, -74.02667961447618 40.634197255843354))"
"38","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","332.585698424","0017629","0017629","23C","MULTILINESTRING ((-74.02603960484392 40.63574118940488, -74.0263794618838 40.63486579753718))"
"39","Merchants Of third Avenue Civic Improvement assoc. Inc","3 AVENUE","Brooklyn","68 STREET","82 STREET","fri","approvedFull",,,,,,,,,"16:00","22:00",,,,,"07/26/2024","08/09/2024","276.166590478","0017640","0017640","23C","MULTILINESTRING ((-74.02574552328825 40.636465344902454, -74.02603960484392 40.63574118940488))"
"40","Hometown Bar B Que","REED STREET","Brooklyn","CONOVER STREET","VAN BRUNT STREET","tue,wed,thu,fri,sat,sun","approvedFull",,,"16:00","22:00","16:00","22:00","16:00","22:00","16:00","23:00","12:00","23:00","12:00","22:00","04/01/2024","12/01/2024","454.115102858","0017991","0017991","23C","MULTILINESTRING ((-74.01603631662975 40.6746793910582, -74.01726307328852 40.67550477857174))"
"41","Alliance for Coney Island","WEST 12 STREET","Brooklyn","SURF AVENUE","BOWERY","sat","approvedFull",,,,,,,,,,,"10:30","19:30",,,"06/29/2024","07/27/2024","279.146182738","0018473","0018473","23C","MULTILINESTRING ((-73.97963850334689 40.575536730356596, -73.97964342665841 40.57477053805103))"
"42","Federation of Italian American Organizations","BENSON AVENUE","Brooklyn","BAY 19 STREET","18 AVENUE","mon,tue,wed,thu,fri","approvedFull","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00","08:00","15:00",,,,,"07/01/2024","08/09/2024","168.022324909","0018591","0018591","23C","MULTILINESTRING ((-74.0049344885168 40.60507440608603, -74.00444636784215 40.60480184705242))"
"43","Bet Yaakov Yesodot Hatorah","82 STREET","Brooklyn","24 AVENUE","STILLWELL AVENUE","mon,tue,wed,thu,fri","approvedFullSchools","10:00","15:00","10:00","15:00","10:00","15:00","10:00","15:00","10:00","11:00",,,,,"09/09/2024","06/18/2025","340.382923174","0019065","0019065","23C","MULTILINESTRING ((-73.98702478121979 40.60153373761022, -73.98605968626204 40.600957740668676))"
"44","PS 169 Sunset Park School","43 STREET","Brooklyn","8 AVENUE","7 AVENUE","mon,thu,fri","approvedFullSchools","09:30","14:00",,,,,"09:30","14:00","09:30","14:00",,,,,"09/05/2024","06/27/2025","778.422874359","0020973","0020973","23C","MULTILINESTRING ((-74.00183596298312 40.64637018922582, -73.99963885933298 40.645041887099765))"
"45","MASJID NUR AL ISLAM","CHESTER AVENUE","Brooklyn","CHURCH AVENUE","LOUISA STREET","fri","approvedFull",,,,,,,,,"12:00","15:00",,,,,"03/08/2024","03/31/2025","410.018640785","0021398","0021398","23C","MULTILINESTRING ((-73.98311929003879 40.642539814339095, -73.98244454209303 40.641538625983465))"
"46","Red Hook Initiative","WEST 9 STREET","Brooklyn","HENRY STREET","HICKS STREET","mon,tue,wed,thu,fri","approvedFull","07:00","19:00","09:00","19:00","09:00","19:00","09:00","19:00","09:00","15:00",,,,,"07/01/2024","12/31/2024","463.967848632","0021720","0021720","23C","MULTILINESTRING ((-74.00476403718542 40.67670956705599, -74.00319364334875 40.67627105268043))"
"47","Living Traditions Inc.","COLUMBIA STREET","Brooklyn","HAMILTON AVENUE","WOODHULL STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,,"06/01/2024","07/13/2024","216.27400544","0021936","0021936","23C","MULTILINESTRING ((-74.00430130375715 40.68170753041994, -74.00456896589824 40.681149975750415))"
"48","Mary McDowell Friends School","SUMMIT STREET","Brooklyn","HENRY STREET","HICKS STREET","mon,tue,wed,thu,fri","approvedFullSchools","12:30","14:30","12:30","14:30","12:30","14:30","12:30","14:30","12:30","14:30",,,,,"09/09/2024","06/27/2025","459.637057391","0021961","0021961","23C","MULTILINESTRING ((-74.00225222129774 40.68189321175281, -74.00069415415123 40.68146340728869))"
"49","Park Slope Fifth Avenue BID","4 STREET","Brooklyn","5 AVENUE","DEAD END","mon,tue,wed,thu,fri,sat,sun","approvedFull","08:00","22:00","08:00","22:00","08:00","22:00","08:00","22:00","08:00","22:00","08:00","22:00","08:00","22:00","01/08/2024","12/31/2024","413.915290676","0022763","0022763","23C","MULTILINESTRING ((-73.98505876955763 40.67278658382845, -73.98378623283008 40.67219330612016))"
"50","5th Avenue Open Streets Merchants Association","5 AVENUE","Brooklyn","PRESIDENT STREET","2 STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,,"05/04/2024","10/26/2024","259.939432487","0022877","0022877","23C","MULTILINESTRING ((-73.98227686951823 40.67400014718339, -73.98278109154674 40.67339875984557))"
"51","5th Avenue Open Streets Merchants Association","5 AVENUE","Brooklyn","PRESIDENT STREET","2 STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,,"05/04/2024","10/26/2024","259.720732823","0022885","0022885","23C","MULTILINESTRING ((-73.98177482760104 40.67460188201446, -73.98227686951823 40.67400014718339))"
"52","5th Avenue Open Streets Merchants Association","5 AVENUE","Brooklyn","PRESIDENT STREET","2 STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,,"05/04/2024","10/26/2024","233.971093977","0022887","0022887","23C","MULTILINESTRING ((-73.98132614554528 40.67514568505805, -73.98177482760104 40.67460188201446))"
"53","5th Avenue Open Streets Merchants Association","5 AVENUE","Brooklyn","PRESIDENT STREET","2 STREET","sat","approvedFull",,,,,,,,,,,"11:00","22:00",,,"05/04/2024","10/26/2024","260.449861205","0022889","0022889","23C","MULTILINESTRING ((-73.98088902318365 40.67577836905175, -73.98132614554528 40.67514568505805))"
"54","Peck Slip School","PECK SLIP","Manhattan","WATER STREET","PEARL STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00","07:30","16:00",,,,,"09/05/2024","06/27/2025","267.377222317","0023483","0023483","23C","MULTILINESTRING ((-74.0025025398103 40.70884562913815, -74.00189948329663 40.70827292282165))"
"55","The Willowtown Assocation","JORALEMON STREET","Brooklyn","HICKS STREET","FURMAN STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","21:00","08:00","21:00","08:00","21:00","08:00","09:00","08:00","21:00","08:00","21:00","08:00","21:00","04/15/2024","10/31/2024","254.144307156","0023659","0023659","23C","MULTILINESTRING ((-73.9976087591235 40.69360030652246, -73.99671702665385 40.69343932687634))"
"56","The Willowtown Assocation","JORALEMON STREET","Brooklyn","HICKS STREET","FURMAN STREET","mon,tue,wed,thu,fri,sat,sun","approvedLimited","08:00","21:00","08:00","21:00","08:00","21:00","08:00","09:00","08:00","21:00","08:00","21:00","08:00","21:00","04/15/2024","10/31/2024","200.246648439","0023676","0023676","23C","MULTILINESTRING ((-73.9983102567652 40.693730695205026, -73.9976087591235 40.69360030652246))"
"57","Chinatown District Management Association, Inc. (aka Chinatown BID)","PELL STREET","Manhattan","MOTT STREET","BOWERY","sat,sun","approvedFull",,,,,,,,,,,"09:00","23:00","09:00","21:00","04/01/2024","10/31/2024","238.629383081","0023787","0023787","23C","MULTILINESTRING ((-73.99803530495666 40.71482456235062, -73.99886659022607 40.714994598892034))"
"58","MONTAGUE ST BID","MONTAGUE STREET","Brooklyn","CLINTON STREET","HICKS STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","19:00","05/05/2024","09/29/2024","459.095911276","0023840","0023840","23C","MULTILINESTRING ((-73.99585487348715 40.695220621308884, -73.9942981569393 40.69479168645852))"
"59","MONTAGUE ST BID","MONTAGUE STREET","Brooklyn","CLINTON STREET","HICKS STREET","sun","approvedFull",,,,,,,,,,,,,"10:00","19:00","05/05/2024","09/29/2024","552.75466353","0023852","0023852","23C","MULTILINESTRING ((-73.9942981569393 40.69479168645852, -73.99242347214458 40.69427608881268))"
"60","Chinatown District Management Association, Inc. (aka Chinatown BID)","FORSYTH STREET","Manhattan","EAST BROADWAY","DIVISION STREET","sat","approvedFull",,,,,,,,,,,"09:00","16:00",,,"04/01/2024","10/31/2024","198.793230157","0023969","0023969","23C","MULTILINESTRING ((-73.99394456260964 40.713744032494375, -73.99414039105886 40.714268932155356))"
"61","PS 8 The Emily Warren Roebling School","POPLAR STREET","Brooklyn","HICKS STREET","HENRY STREET","mon,tue,wed,thu,fri","approvedFullSchools","09:15","15:00","09:15","15:00","09:15","15:00","09:15","15:00","09:15","15:00",,,,,"10/17/2024","06/27/2025","472.564865454","0024037","0024037","23C","MULTILINESTRING ((-73.99305377192404 40.70113638386717, -73.99145327625324 40.7006906127687))"
"62","Cervo's","CANAL STREET","Manhattan","ESSEX STREET","ORCHARD STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","15:00","23:00","04/01/2024","11/29/2024","225.982538265","0024164","0024164","23C","MULTILINESTRING ((-73.99113282082077 40.714668629435394, -73.99188986319511 40.71489866659511))"
"63","Atlantic Avenue BID","HOYT STREET","Brooklyn","ATLANTIC AVENUE","STATE STREET","fri,sat,sun","approvedFull",,,,,,,,,"16:00","23:00","12:00","23:00","12:00","23:00","04/06/2024","11/03/2024","260.548044131","0024187","0024187","23C","MULTILINESTRING ((-73.98656822204654 40.688408252381066, -73.98700001480103 40.687773115801185))"
"64","Downtown Brooklyn Partnership","WILLOUGHBY STREET","Brooklyn","PEARL STREET","JAY STREET","mon,tue,wed,thu,fri","approvedFull","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,,,"01/02/2024","12/31/2024","246.472028027","0024200","0024200","23C","MULTILINESTRING ((-73.98818594311793 40.69227701651294, -73.98729894907973 40.69223407563174))"
"65","Downtown Brooklyn Partnership","PEARL STREET","Brooklyn","FULTON STREET","DEAD END","mon,tue,wed,thu,fri","approvedFull","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,,,"01/02/2024","12/31/2024","376.866044733","0024201","0024201","23C","MULTILINESTRING ((-73.98814772329912 40.693311017537575, -73.98818594311793 40.69227701651294))"
"66","Dumbo Business Improvement District","WASHINGTON STREET","Brooklyn","FRONT STREET","WATER STREET","mon,tue,wed,thu,fri,sat,sun","approvedFull","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","11:00","21:00","10:00","21:00","04/01/2024","12/31/2024","246.748284732","0024288","0024288","23C","MULTILINESTRING ((-73.98958312195846 40.70319979805815, -73.98962349406878 40.70252322920899))"
"67","Office Ho Jonot","JEFFERSON STREET","Manhattan","EAST BROADWAY","HENRY STREET","thu,fri,sat,sun","approvedFull",,,,,,,"15:00","21:00","15:00","22:00","10:00","22:00","10:00","21:00","03/01/2024","11/30/2024","247.41273405","0024368","0024368","23C","MULTILINESTRING ((-73.98870191271887 40.71418554124513, -73.98859973854482 40.71351091735793))"
"68","Brooklyn RISE Charter School","HANOVER PLACE","Brooklyn","FULTON STREET","LIVINGSTON STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,,,"08/21/2024","06/27/2025","179.623023589","0024559","0024559","23C","MULTILINESTRING ((-73.98241623300369 40.688896284413715, -73.9827147158508 40.68845873415588))"
"69","Brooklyn RISE Charter School","HANOVER PLACE","Brooklyn","FULTON STREET","LIVINGSTON STREET","mon,tue,wed,thu,fri","approvedFullSchools","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00","07:00","17:00",,,,,"08/21/2024","06/27/2025","190.04514752","0024560","0024560","23C","MULTILINESTRING ((-73.98209737984415 40.68935800948954, -73.98241623300369 40.688896284413715))"
"70","PS 152","EAST 23 STREET","Brooklyn","CAMPUS ROAD","GLENWOOD ROAD","mon,tue,wed,thu,fri","approvedFullSchools","09:00","17:00","09:00","17:00","09:00","17:00","09:00","17:00","09:00","17:00",,,,,"04/19/2024","06/27/2025","469.449623053","0027336","0027336","23C","MULTILINESTRING ((-73.95486002394703 40.6332188577247, -73.95461862174656 40.63194351019915))"
"71","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","EAST 17 STREET","CONEY ISLAND AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","05/19/2024","07/15/2024","399.18600521","0028049","0028049","23C","MULTILINESTRING ((-73.96718530330695 40.633703777146195, -73.96595081037755 40.63426593742201))"
"72","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","EAST 17 STREET","CONEY ISLAND AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","05/19/2024","07/15/2024","285.003920556","0028054","0028054","23C","MULTILINESTRING ((-73.96595081037755 40.63426593742201, -73.9650826362832 40.634683680032204))"
"73","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","EAST 17 STREET","CONEY ISLAND AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","05/19/2024","07/15/2024","284.450266881","0028056","0028056","23C","MULTILINESTRING ((-73.9650826362832 40.634683680032204, -73.96421566840479 40.63510003775236))"
"74","Flatbush Development Corporation","NEWKIRK AVENUE","Brooklyn","EAST 17 STREET","CONEY ISLAND AVENUE","sun","approvedFull",,,,,,,,,,,,,"11:00","20:00","05/19/2024","07/15/2024","295.360620876","0028164","0028164","23C","MULTILINESTRING ((-73.96248058882877 40.63593310417654, -73.96158252431248 40.63636804737438))"
"75","GrowHouse Community Design + Development Group","MARTENSE STREET","Brooklyn","BEDFORD AVENUE","FLATBUSH AVENUE","sat","approvedFull",,,,,,,,,,,"12:00","22:00",,,"07/20/2024","08/10/2024","253.667517838","0028361","0028361","23C","MULTILINESTRING ((-73.95892527282302 40.651211549870574, -73.95801341208222 40.651261019217976))"
"76","GrowHouse Community Design + Development Group","MARTENSE STREET","Brooklyn","BEDFORD AVENUE","FLATBUSH AVENUE","sat","approvedFull",,,,,,,,,,,"12:00","22:00",,,"07/20/2024","08/10/2024","585.893468393","0028365","0028365","23C","MULTILINESTRING ((-73.95801341208222 40.651261019217976, -73.95590670780572 40.65136883325858))"
"77","Saint Saviour Catholic Academy","7 STREET","Brooklyn","8 AVENUE","PROSPECT PARK WEST","mon,tue,wed,thu,fri","approvedFullSchools","11:45","13:30","11:45","13:30","11:45","13:30","11:45","13:30","11:45","13:30",,,,,"09/05/2024","06/27/2025","781.939686996","0028886","0028886","23C","MULTILINESTRING ((-73.97821264176295 40.666963308237825, -73.97583132335943 40.66581507921881))"
"78","Polhemus Place Block Association","POLHEMUS PLACE","Brooklyn","CARROLL STREET","GARFIELD PLACE","sat","approvedLimited",,,,,,,,,,,"10:30","16:30",,,"03/09/2024","11/16/2024","404.607973319","0029010","0029010","23C","MULTILINESTRING ((-73.97547709141712 40.67286903059268, -73.97626308127853 40.67193350701511))"
